model,direction,side,dataset,layer,normalized_depth,scope,rho,mer,pier,mer_gain,pier_gain,matrix_retention,embedded_retention,poi_corrections,poi_corruptions,poi_net_utility,total_intervention_energy,edited_positions_or_frames,mean_intervention_norm,mean_perturbation_norm,original_hidden_norm,relative_perturbation,edited_fraction,path
qwen3_asr_1p7b,Raw,decoder,seame_dev_man,23,0.8518518518518519,oracle_local,0.5,0.2617801047120419,0.6565656565656566,0.0,0.0,1.0,1.0,0,0,0,18043.476470947266,39,,462.6532428448017,996.7520313752003,0.4641608226335768,0.008207070707070708,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L23/Raw_decoder_L23_oracle_local_rho0.5.json
qwen3_asr_1p7b,Raw,encoder,seame_dev_man,23,0.8518518518518519,global,0.5,0.2994764397905759,0.8181818181818182,-0.03769633507853404,-0.16161616161616166,0.9825033647375505,0.5294117647058824,0,16,-16,48609.107971191406,2965,,16.39430285706287,37.52490932213718,0.4368912051545274,1.0,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L23/Raw_encoder_L23_global_rho0.5.json
qwen3_asr_1p7b,Raw,encoder,seame_dev_man,23,0.8518518518518519,oracle_local,0.5,0.2680628272251309,0.696969696969697,-0.006282722513089034,-0.04040404040404044,0.990578734858681,0.8823529411764706,0,4,-4,10411.066413879395,636,,16.369601279684584,37.606087282768584,0.4352912643263812,0.21450252951096122,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L23/Raw_encoder_L23_oracle_local_rho0.5.json
qwen3_asr_1p7b,Raw,decoder,seame_dev_man,24,0.8888888888888888,global,0.5,0.2617801047120419,0.6565656565656566,0.0,0.0,0.9919246298788694,1.0,0,0,0,524804.3301391602,895,,586.3735532281119,1267.5900627264098,0.4625892632566904,0.1880252100840336,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L24/Raw_decoder_L24_global_rho0.5.json
qwen3_asr_1p7b,Raw,decoder,seame_dev_man,24,0.8888888888888888,oracle_local,0.5,0.25968586387434556,0.6565656565656566,0.002094240837696326,0.0,1.0,1.0,0,0,0,22792.519958496094,39,,584.423588679387,1264.9011011368189,0.46203105377498793,0.008208798147758366,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L24/Raw_decoder_L24_oracle_local_rho0.5.json
qwen3_asr_1p7b,Raw,decoder,seame_dev_man,25,0.9259259259259259,global,0.5,0.2837696335078534,0.7777777777777778,-0.021989528795811508,-0.12121212121212122,0.9825033647375505,0.6176470588235294,1,13,-12,673290.785949707,878,,766.8459976648144,1645.5782387978938,0.46600397330545684,0.18511490617752477,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L25/Raw_decoder_L25_global_rho0.5.json
qwen3_asr_1p7b,Raw,decoder,seame_dev_man,25,0.9259259259259259,oracle_local,0.5,0.2607329842931937,0.6565656565656566,0.0010471204188481908,0.0,1.0,1.0,0,0,0,29753.347045898438,39,,762.9063345102163,1625.1110307742388,0.46944874538618503,0.008207070707070708,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L25/Raw_decoder_L25_oracle_local_rho0.5.json
qwen3_asr_1p7b,Raw,decoder,seame_dev_man,26,0.9629629629629629,global,0.5,0.27225130890052357,0.6464646464646465,-0.010471204188481686,0.010101010101010055,0.9771197846567967,0.9705882352941176,2,1,1,807983.8981933594,892,,905.8115450598199,1958.4635660487975,0.46251130772235693,0.18751313853268867,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L26/Raw_decoder_L26_global_rho0.5.json
qwen3_asr_1p7b,Raw,decoder,seame_dev_man,26,0.9629629629629629,oracle_local,0.5,0.2638743455497382,0.6565656565656566,-0.002094240837696326,0.0,0.9973082099596231,1.0,0,0,0,35199.5029296875,39,,902.5513571714744,1948.8617225060095,0.46311718617516806,0.00820534399326741,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L26/Raw_decoder_L26_oracle_local_rho0.5.json
qwen3_asr_1p7b,Raw,decoder,seame_dev_man,27,1.0,global,0.5,0.2879581151832461,0.7373737373737373,-0.026178010471204216,-0.08080808080808077,0.9730820995962315,0.7352941176470589,1,9,-8,932180.8356323242,887,,1050.9366805324962,2403.2206841332263,0.43730344344615996,0.18665824915824916,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L27/Raw_decoder_L27_global_rho0.5.json
