Dataset,Direction,Side,Layer,rho,Delta-MER,Delta-PIER,Delta-MatrixRet,Delta-Outside
seame_dev_sge,Raw,decoder,9,0.5,-0.016110471806674354,-0.022727272727272707,0.02499999999999991,
seame_dev_sge,Raw,decoder,10,0.5,-0.0069044879171461515,-0.022727272727272707,0.014999999999999902,
seame_dev_sge,Raw,decoder,11,0.5,-0.012658227848101278,-0.022727272727272707,0.025000000000000022,
seame_dev_sge,Raw,decoder,12,0.5,-0.0023014959723820505,-0.022727272727272707,0.016666666666666607,
seame_dev_sge,Raw,decoder,13,0.5,0.010356731875719227,0.0,0.01666666666666672,
seame_dev_sge,Raw,decoder,14,0.5,0.008055235903337177,0.011363636363636354,0.019999999999999907,
seame_dev_sge,Raw,decoder,15,0.5,0.008055235903337177,0.022727272727272818,0.015000000000000013,
seame_dev_sge,Raw,decoder,16,0.5,0.012658227848101278,0.03409090909090917,0.010000000000000009,
seame_dev_sge,Raw,decoder,17,0.5,0.020713463751438455,0.05681818181818188,0.011666666666666603,
seame_dev_sge,Raw,decoder,18,0.5,-0.0069044879171461515,0.022727272727272818,0.019999999999999907,
seame_dev_sge,Raw,decoder,19,0.5,0.005753739930955126,0.011363636363636354,0.0033333333333334103,
seame_dev_sge,Raw,decoder,20,0.5,0.008055235903337177,0.03409090909090917,0.011666666666666603,
seame_dev_sge,Raw,decoder,21,0.5,0.010356731875719227,0.022727272727272818,0.03499999999999992,
seame_dev_sge,Raw,decoder,22,0.5,-0.011507479861910253,0.05681818181818188,0.05500000000000005,
seame_dev_sge,Raw,decoder,23,0.5,0.004602991944764101,0.05681818181818188,0.04500000000000004,
seame_dev_sge,Raw,decoder,24,0.25,0.011507479861910253,0.05681818181818188,0.018333333333333313,
seame_dev_sge,Raw,decoder,24,0.5,-0.02301495972382045,0.09090909090909094,0.07333333333333336,
seame_dev_sge,Raw,decoder,24,1.0,-0.9585730724971231,0.011363636363636354,0.5483333333333333,
seame_dev_sge,Raw,decoder,25,0.5,-0.02761795166858455,0.06818181818181823,0.07833333333333325,
seame_dev_sge,Raw,decoder,26,0.5,-0.052934407364787106,0.07954545454545459,0.10999999999999999,
seame_dev_sge,Raw,decoder,27,0.25,-0.005753739930955126,0.05681818181818188,0.04166666666666663,
seame_dev_sge,Raw,decoder,27,0.5,-0.07019562715765248,0.06818181818181823,0.1233333333333333,
seame_dev_sge,Raw,decoder,27,1.0,-1.4913693901035674,0.045454545454545525,0.5466666666666666,
seame_dev_sge,Raw,decoder,28,0.5,-0.23705408515535092,0.06818181818181823,0.15666666666666662,
