direction,layer,rho,wer,mer,pier,en_wer,matrix_cer,corrections,corruptions,utility,outside_harm,embed_retention,matrix_retention,energy,utility_per_energy,edits,effective_dose,direction_hash,source
Local+Cond,8,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,346.12087619304657,-0.0028891640718089967,231,1.5399029454724849,sha256:0d2a16d2c2483a68a4ae62bdeda5c7f820a78a31eb9c85b9094221a0356f9ba9,NEW
Local+Cond,8,0.5,n/a — no frozen canonical overall WER,0.2814814814814815,0.7647058823529411,0.7647058823529411,0.10552763819095477,0,3,-4.0,1,0.8421052631578947,0.9943820224719101,661.0101308822632,-0.006051344469805813,235,3.0798058909449697,sha256:0d2a16d2c2483a68a4ae62bdeda5c7f820a78a31eb9c85b9094221a0356f9ba9,NEW
Local+Cond,8,1.0,n/a — no frozen canonical overall WER,0.34444444444444444,0.9117647058823529,0.9264705882352942,0.135678391959799,1,14,-18.0,13,0.2631578947368421,0.9719101123595506,1131.0308301448822,-0.015914685541944286,242,6.159611781889939,sha256:0d2a16d2c2483a68a4ae62bdeda5c7f820a78a31eb9c85b9094221a0356f9ba9,NEW
Local+Cond,8,2.0,n/a — no frozen canonical overall WER,2.925925925925926,0.9852941176470589,1.0,3.613065326633166,0,18,-154.0,148,0.05263157894736842,0.23595505617977527,3582.1843752861023,-0.04299052864572341,559,12.319223563779879,sha256:0d2a16d2c2483a68a4ae62bdeda5c7f820a78a31eb9c85b9094221a0356f9ba9,NEW
Local,8,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,341.8059997558594,-0.0029256361816769358,231,1.5399029454724849,sha256:8cdb88aaa993c4f90c6764996773edeb46cd6739d0b288c321c8c9386d6e0d4a,NEW
Local,8,0.5,n/a — no frozen canonical overall WER,0.2777777777777778,0.7205882352941176,0.7205882352941176,0.11557788944723618,0,0,-3.0,3,1.0,0.9831460674157303,640.3579723834991,-0.004684879597631296,232,3.0798058909449697,sha256:8cdb88aaa993c4f90c6764996773edeb46cd6739d0b288c321c8c9386d6e0d4a,NEW
Local,8,1.0,n/a — no frozen canonical overall WER,0.5370370370370371,0.8529411764705882,0.8529411764705882,0.4221105527638191,0,9,-72.0,69,0.5263157894736842,0.6460674157303371,1172.470594882965,-0.06140878953743567,253,6.159611781889939,sha256:8cdb88aaa993c4f90c6764996773edeb46cd6739d0b288c321c8c9386d6e0d4a,NEW
Local,8,2.0,n/a — no frozen canonical overall WER,0.9481481481481482,0.9852941176470589,0.9852941176470589,0.9346733668341709,0,18,-183.0,177,0.05263157894736842,0.07303370786516854,646.7176132202148,-0.28296739760771966,102,12.319223563779879,sha256:8cdb88aaa993c4f90c6764996773edeb46cd6739d0b288c321c8c9386d6e0d4a,NEW
Raw+Cond,8,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,346.5482769012451,-0.0028856008430968687,231,1.5399029454724849,sha256:50c5254daab31e855da8566f30e28159609400fa7ea69c8859b14156a55ea885,NEW
Raw+Cond,8,0.5,n/a — no frozen canonical overall WER,0.2814814814814815,0.7647058823529411,0.7647058823529411,0.10552763819095477,0,3,-4.0,1,0.8421052631578947,0.9943820224719101,662.1592862606049,-0.006040842563107583,235,3.0798058909449697,sha256:50c5254daab31e855da8566f30e28159609400fa7ea69c8859b14156a55ea885,NEW
Raw+Cond,8,1.0,n/a — no frozen canonical overall WER,0.34444444444444444,0.9117647058823529,0.9264705882352942,0.135678391959799,1,14,-18.0,13,0.2631578947368421,0.9719101123595506,1133.3156008720398,-0.015882601444954732,242,6.159611781889939,sha256:50c5254daab31e855da8566f30e28159609400fa7ea69c8859b14156a55ea885,NEW
Raw+Cond,8,2.0,n/a — no frozen canonical overall WER,2.8814814814814813,0.9852941176470589,1.0,3.557788944723618,0,18,-143.0,137,0.05263157894736842,0.29775280898876405,3596.1613087654114,-0.039764623364209696,558,12.319223563779879,sha256:50c5254daab31e855da8566f30e28159609400fa7ea69c8859b14156a55ea885,NEW
Raw,8,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,0.0,0,1.0,1.0,343.787061214447,0.0,232,1.5399029454724849,sha256:cb9d97cbb8f1bb483c344ec7e05c5dd8deb591e9d911e98b57aeedaf943becd8,NEW
Raw,8,0.5,n/a — no frozen canonical overall WER,0.2962962962962963,0.7205882352941176,0.7205882352941176,0.1407035175879397,0,0,-8.0,8,1.0,0.9550561797752809,631.2345948219299,-0.012673576615769585,228,3.0798058909449697,sha256:cb9d97cbb8f1bb483c344ec7e05c5dd8deb591e9d911e98b57aeedaf943becd8,NEW
Raw,8,1.0,n/a — no frozen canonical overall WER,0.44074074074074077,0.8088235294117647,0.8088235294117647,0.3065326633165829,0,6,-46.0,43,0.6842105263157895,0.7752808988764045,991.4720726013184,-0.046395658809945214,215,6.159611781889939,sha256:cb9d97cbb8f1bb483c344ec7e05c5dd8deb591e9d911e98b57aeedaf943becd8,NEW
Raw,8,2.0,n/a — no frozen canonical overall WER,0.9481481481481482,0.9852941176470589,0.9852941176470589,0.9346733668341709,0,18,-183.0,177,0.05263157894736842,0.07303370786516854,674.5609426498413,-0.2712875715589625,106,12.319223563779879,sha256:cb9d97cbb8f1bb483c344ec7e05c5dd8deb591e9d911e98b57aeedaf943becd8,NEW
Conditioning,9,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,0.0,0,1.0,1.0,351.3745939731598,0.0,231,1.5392717566613188,sha256:724b716329c6ff9fb86400b503eaf89399110df316121f3689d5683a353f61c4,NEW
Conditioning,9,0.5,n/a — no frozen canonical overall WER,0.2814814814814815,0.7647058823529411,0.7647058823529411,0.10552763819095477,0,3,-3.0,0,0.8421052631578947,1.0,680.9523024559021,-0.004405594913447374,236,3.0785435133226375,sha256:724b716329c6ff9fb86400b503eaf89399110df316121f3689d5683a353f61c4,NEW
Conditioning,9,1.0,n/a — no frozen canonical overall WER,0.34444444444444444,0.9264705882352942,0.9411764705882353,0.1306532663316583,1,15,-17.0,12,0.21052631578947367,0.9831460674157303,1189.2968187332153,-0.014294160828671538,246,6.157087026645275,sha256:724b716329c6ff9fb86400b503eaf89399110df316121f3689d5683a353f61c4,NEW
Conditioning,9,2.0,n/a — no frozen canonical overall WER,2.9592592592592593,0.9852941176470589,1.0294117647058822,3.6532663316582914,0,18,-81.0,75,0.05263157894736842,0.6460674157303371,4642.049866199493,-0.0174491878232053,700,12.31417405329055,sha256:724b716329c6ff9fb86400b503eaf89399110df316121f3689d5683a353f61c4,NEW
Local+Cond,9,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,348.8031976222992,-0.002866946194348963,232,1.5392717566613188,sha256:b1d280690a4bd7203e0dc4557dc481a28adfc070b885829148d07f816794391b,NEW
Local+Cond,9,0.5,n/a — no frozen canonical overall WER,0.2814814814814815,0.7647058823529411,0.7647058823529411,0.10552763819095477,0,3,-4.0,1,0.8421052631578947,0.9943820224719101,664.9697096347809,-0.006015311587947226,235,3.0785435133226375,sha256:b1d280690a4bd7203e0dc4557dc481a28adfc070b885829148d07f816794391b,NEW
Local+Cond,9,1.0,n/a — no frozen canonical overall WER,0.34444444444444444,0.9117647058823529,0.9264705882352942,0.135678391959799,1,14,-18.0,13,0.2631578947368421,0.9719101123595506,1141.2868390083313,-0.015771670525562418,242,6.157087026645275,sha256:b1d280690a4bd7203e0dc4557dc481a28adfc070b885829148d07f816794391b,NEW
Local+Cond,9,2.0,n/a — no frozen canonical overall WER,3.3222222222222224,0.9852941176470589,0.9852941176470589,4.155778894472362,0,18,-159.0,153,0.05263157894736842,0.20786516853932585,4540.565181732178,-0.03501766710446015,699,12.31417405329055,sha256:b1d280690a4bd7203e0dc4557dc481a28adfc070b885829148d07f816794391b,NEW
Local,9,0.25,n/a — no frozen canonical overall WER,0.2777777777777778,0.7205882352941176,0.7205882352941176,0.11557788944723618,0,0,-3.0,3,1.0,0.9831460674157303,340.4420211315155,-0.008812073168961349,230,1.5392717566613188,sha256:6395ad0ad61ab56ec8d04be18db52a5e4482a23c896bb0684c89c4ab12287001,NEW
Local,9,0.5,n/a — no frozen canonical overall WER,0.2851851851851852,0.7205882352941176,0.7205882352941176,0.12562814070351758,0,0,-5.0,5,1.0,0.9719101123595506,633.1085891723633,-0.007897539356615416,229,3.0785435133226375,sha256:6395ad0ad61ab56ec8d04be18db52a5e4482a23c896bb0684c89c4ab12287001,NEW
Local,9,1.0,n/a — no frozen canonical overall WER,0.5703703703703704,0.8382352941176471,0.8382352941176471,0.4723618090452261,0,8,-81.0,78,0.5789473684210527,0.5898876404494382,1238.5690026283264,-0.0653980519681282,266,6.157087026645275,sha256:6395ad0ad61ab56ec8d04be18db52a5e4482a23c896bb0684c89c4ab12287001,NEW
Local,9,2.0,n/a — no frozen canonical overall WER,1.6296296296296295,0.9852941176470589,0.9852941176470589,1.8592964824120604,0,18,-181.0,175,0.05263157894736842,0.08426966292134831,1650.7013959884644,-0.10965035859293892,284,12.31417405329055,sha256:6395ad0ad61ab56ec8d04be18db52a5e4482a23c896bb0684c89c4ab12287001,NEW
Raw+Cond,9,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,347.68195855617523,-0.002876191805156405,231,1.5392717566613188,sha256:32d00b5431424006a70a9282db056584299b5bf796d591d356ce3e5857390d14,NEW
Raw+Cond,9,0.5,n/a — no frozen canonical overall WER,0.2814814814814815,0.7647058823529411,0.7647058823529411,0.10552763819095477,0,3,-4.0,1,0.8421052631578947,0.9943820224719101,665.9491760730743,-0.006006464372532059,235,3.0785435133226375,sha256:32d00b5431424006a70a9282db056584299b5bf796d591d356ce3e5857390d14,NEW
Raw+Cond,9,1.0,n/a — no frozen canonical overall WER,0.34444444444444444,0.9264705882352942,0.9411764705882353,0.1306532663316583,1,15,-18.0,13,0.21052631578947367,0.9775280898876404,1153.0815422534943,-0.015610344403590208,244,6.157087026645275,sha256:32d00b5431424006a70a9282db056584299b5bf796d591d356ce3e5857390d14,NEW
Raw+Cond,9,2.0,n/a — no frozen canonical overall WER,3.411111111111111,0.9852941176470589,0.9852941176470589,4.276381909547739,0,18,-149.0,143,0.05263157894736842,0.2640449438202247,4618.642253398895,-0.03226056313202213,707,12.31417405329055,sha256:32d00b5431424006a70a9282db056584299b5bf796d591d356ce3e5857390d14,NEW
Raw,9,0.25,n/a — no frozen canonical overall WER,0.2777777777777778,0.7205882352941176,0.7205882352941176,0.11557788944723618,0,0,-3.0,3,1.0,0.9831460674157303,341.17291736602783,-0.008793195026032638,230,1.5392717566613188,sha256:7c033b5aa5ea3c0b6f3c5a23b4ab9ed32b3a47f4ea422906ddaaa5b383a36058,NEW
Raw,9,0.5,n/a — no frozen canonical overall WER,0.2962962962962963,0.7205882352941176,0.7205882352941176,0.1407035175879397,0,0,-8.0,8,1.0,0.9550561797752809,632.3629806041718,-0.012650961940176583,228,3.0785435133226375,sha256:7c033b5aa5ea3c0b6f3c5a23b4ab9ed32b3a47f4ea422906ddaaa5b383a36058,NEW
Raw,9,1.0,n/a — no frozen canonical overall WER,0.4444444444444444,0.7794117647058824,0.7794117647058824,0.32160804020100503,2,6,-47.0,46,0.6842105263157895,0.7584269662921348,1289.6942670345306,-0.036442745541600215,278,6.157087026645275,sha256:7c033b5aa5ea3c0b6f3c5a23b4ab9ed32b3a47f4ea422906ddaaa5b383a36058,NEW
Raw,9,2.0,n/a — no frozen canonical overall WER,1.5148148148148148,0.9852941176470589,0.9852941176470589,1.7035175879396984,0,18,-178.0,172,0.05263157894736842,0.10112359550561797,1770.0582346916199,-0.10056166317658538,292,12.31417405329055,sha256:7c033b5aa5ea3c0b6f3c5a23b4ab9ed32b3a47f4ea422906ddaaa5b383a36058,NEW
Conditioning,10,0.25,n/a — no frozen canonical overall WER,0.2814814814814815,0.7647058823529411,0.7647058823529411,0.10552763819095477,0,3,-4.0,1,0.8421052631578947,0.9943820224719101,369.98445522785187,-0.01081126502338222,235,1.6128447454397192,sha256:1fa7360b0e42b7e5c301b15ea4cd7e7bedb119cfca10496a556b22aff07949d5,NEW
Conditioning,10,0.5,n/a — no frozen canonical overall WER,0.29259259259259257,0.8088235294117647,0.8088235294117647,0.10552763819095477,0,6,-7.0,1,0.6842105263157895,0.9943820224719101,704.6965010166168,-0.00993335427365055,238,3.2256894908794385,sha256:1fa7360b0e42b7e5c301b15ea4cd7e7bedb119cfca10496a556b22aff07949d5,NEW
Conditioning,10,1.0,n/a — no frozen canonical overall WER,0.337037037037037,0.9411764705882353,0.9558823529411765,0.11557788944723618,0,15,-15.0,9,0.21052631578947367,1.0,1202.267107963562,-0.012476428824046823,244,6.451378981758877,sha256:1fa7360b0e42b7e5c301b15ea4cd7e7bedb119cfca10496a556b22aff07949d5,NEW
Conditioning,10,2.0,n/a — no frozen canonical overall WER,0.5,0.9852941176470589,0.9852941176470589,0.32663316582914576,0,18,-62.0,56,0.05263157894736842,0.7528089887640449,1090.0893788337708,-0.05687607016805405,162,12.902757963517754,sha256:1fa7360b0e42b7e5c301b15ea4cd7e7bedb119cfca10496a556b22aff07949d5,NEW
Local+Cond,10,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,360.20407485961914,-0.0027762040182075284,231,1.6128447454397192,sha256:037431cd6f8f815b428914fa1a3dcf7858bb12dcff148fb186a0c8a622f446c8,NEW
Local+Cond,10,0.5,n/a — no frozen canonical overall WER,0.2814814814814815,0.7647058823529411,0.7647058823529411,0.10552763819095477,0,3,-4.0,1,0.8421052631578947,0.9943820224719101,685.9134020805359,-0.005831639953188061,235,3.2256894908794385,sha256:037431cd6f8f815b428914fa1a3dcf7858bb12dcff148fb186a0c8a622f446c8,NEW
Local+Cond,10,1.0,n/a — no frozen canonical overall WER,0.362962962962963,0.9411764705882353,0.9558823529411765,0.1507537688442211,0,15,-23.0,17,0.21052631578947367,0.9550561797752809,1138.1195442676544,-0.02020877342441194,235,6.451378981758877,sha256:037431cd6f8f815b428914fa1a3dcf7858bb12dcff148fb186a0c8a622f446c8,NEW
Local+Cond,10,2.0,n/a — no frozen canonical overall WER,2.1444444444444444,0.9852941176470589,1.0,2.5527638190954773,0,18,-170.0,164,0.05263157894736842,0.14606741573033707,2790.966275215149,-0.06091080408590573,452,12.902757963517754,sha256:037431cd6f8f815b428914fa1a3dcf7858bb12dcff148fb186a0c8a622f446c8,NEW
Local,10,0.25,n/a — no frozen canonical overall WER,0.2777777777777778,0.7205882352941176,0.7205882352941176,0.11557788944723618,0,0,-3.0,3,1.0,0.9831460674157303,356.29829263687134,-0.008419911242902057,230,1.6128447454397192,sha256:d982715a3dcb480fb1814ff7b6d65f744d9ef4ce6a71968bc67d14edf1dd321e,NEW
Local,10,0.5,n/a — no frozen canonical overall WER,0.2962962962962963,0.7205882352941176,0.7205882352941176,0.1407035175879397,0,0,-8.0,8,1.0,0.9550561797752809,642.4935319423676,-0.012451487217022458,222,3.2256894908794385,sha256:d982715a3dcb480fb1814ff7b6d65f744d9ef4ce6a71968bc67d14edf1dd321e,NEW
Local,10,1.0,n/a — no frozen canonical overall WER,0.8,0.9117647058823529,0.9117647058823529,0.7587939698492462,0,13,-67.0,61,0.3157894736842105,0.6966292134831461,1808.4527966976166,-0.03704824373760128,380,6.451378981758877,sha256:d982715a3dcb480fb1814ff7b6d65f744d9ef4ce6a71968bc67d14edf1dd321e,NEW
Local,10,2.0,n/a — no frozen canonical overall WER,0.9074074074074074,0.9852941176470589,0.9852941176470589,0.8793969849246231,0,18,-171.0,165,0.05263157894736842,0.1404494382022472,559.7577743530273,-0.30548928096200756,86,12.902757963517754,sha256:d982715a3dcb480fb1814ff7b6d65f744d9ef4ce6a71968bc67d14edf1dd321e,NEW
Raw+Cond,10,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,360.39949929714203,-0.0027746986384559885,231,1.6128447454397192,sha256:a14e5898a86ccc87b7136239e4a1ff44e76b5517f56459441dafb80616ce95fc,NEW
Raw+Cond,10,0.5,n/a — no frozen canonical overall WER,0.29259259259259257,0.8088235294117647,0.8088235294117647,0.10552763819095477,0,6,-7.0,1,0.6842105263157895,0.9943820224719101,689.2497568130493,-0.010155970213709724,236,3.2256894908794385,sha256:a14e5898a86ccc87b7136239e4a1ff44e76b5517f56459441dafb80616ce95fc,NEW
Raw+Cond,10,1.0,n/a — no frozen canonical overall WER,0.362962962962963,0.9411764705882353,0.9558823529411765,0.1507537688442211,0,15,-23.0,17,0.21052631578947367,0.9550561797752809,1144.1500174999237,-0.02010225901167854,236,6.451378981758877,sha256:a14e5898a86ccc87b7136239e4a1ff44e76b5517f56459441dafb80616ce95fc,NEW
Raw+Cond,10,2.0,n/a — no frozen canonical overall WER,1.5740740740740742,0.9852941176470589,0.9852941176470589,1.7839195979899498,0,18,-165.0,159,0.05263157894736842,0.17415730337078653,1792.1552681922913,-0.0920679156144947,273,12.902757963517754,sha256:a14e5898a86ccc87b7136239e4a1ff44e76b5517f56459441dafb80616ce95fc,NEW
Raw,10,0.25,n/a — no frozen canonical overall WER,0.2777777777777778,0.7205882352941176,0.7205882352941176,0.11557788944723618,0,0,-3.0,3,1.0,0.9831460674157303,356.4501416683197,-0.00841632433068726,230,1.6128447454397192,sha256:df2cff8b01a5636ee4cd238b38a8e6d08639111786f0d65b2ac528bfe7a44f1d,NEW
Raw,10,0.5,n/a — no frozen canonical overall WER,0.2962962962962963,0.7205882352941176,0.7205882352941176,0.1407035175879397,0,0,-8.0,8,1.0,0.9550561797752809,645.8377220630646,-0.012387012598837977,223,3.2256894908794385,sha256:df2cff8b01a5636ee4cd238b38a8e6d08639111786f0d65b2ac528bfe7a44f1d,NEW
Raw,10,1.0,n/a — no frozen canonical overall WER,0.7481481481481481,0.8823529411764706,0.8823529411764706,0.6984924623115578,0,11,-62.0,56,0.42105263157894735,0.7134831460674157,1809.2292234897614,-0.0342687367609563,380,6.451378981758877,sha256:df2cff8b01a5636ee4cd238b38a8e6d08639111786f0d65b2ac528bfe7a44f1d,NEW
Raw,10,2.0,n/a — no frozen canonical overall WER,1.8518518518518519,0.9852941176470589,0.9852941176470589,2.1608040201005023,0,18,-174.0,168,0.05263157894736842,0.12359550561797752,1592.820384502411,-0.10924018909662356,255,12.902757963517754,sha256:df2cff8b01a5636ee4cd238b38a8e6d08639111786f0d65b2ac528bfe7a44f1d,NEW
Conditioning,11,0.25,n/a — no frozen canonical overall WER,0.2814814814814815,0.7647058823529411,0.7647058823529411,0.10552763819095477,0,3,-4.0,1,0.8421052631578947,0.9943820224719101,377.02889919281006,-0.010609266315032331,235,1.6349770193318205,sha256:f19754cb1430610f27f7c06ca9be424617077af7d5bdd827c867c4262ccf4d5c,NEW
Conditioning,11,0.5,n/a — no frozen canonical overall WER,0.29259259259259257,0.8088235294117647,0.8088235294117647,0.10552763819095477,0,6,-7.0,1,0.6842105263157895,0.9943820224719101,720.5828077793121,-0.009714358883432923,238,3.269954038663641,sha256:f19754cb1430610f27f7c06ca9be424617077af7d5bdd827c867c4262ccf4d5c,NEW
Conditioning,11,1.0,n/a — no frozen canonical overall WER,0.32222222222222224,0.9264705882352942,0.9264705882352942,0.10552763819095477,1,15,-15.0,10,0.21052631578947367,0.9943820224719101,1241.4456915855408,-0.012082687226408114,246,6.539908077327282,sha256:f19754cb1430610f27f7c06ca9be424617077af7d5bdd827c867c4262ccf4d5c,NEW
Conditioning,11,2.0,n/a — no frozen canonical overall WER,1.8518518518518519,0.9852941176470589,1.0147058823529411,2.1557788944723617,0,18,-94.0,88,0.05263157894736842,0.5730337078651685,3616.595188140869,-0.025991297092976897,533,13.079816154654564,sha256:f19754cb1430610f27f7c06ca9be424617077af7d5bdd827c867c4262ccf4d5c,NEW
Local+Cond,11,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,366.80558025836945,-0.0027262398769823046,231,1.6349770193318205,sha256:647bcdf7a825d7780a9d75cb0491178e69901a5a7c16e9042d85d8c2143b7f71,NEW
Local+Cond,11,0.5,n/a — no frozen canonical overall WER,0.29259259259259257,0.8088235294117647,0.8088235294117647,0.10552763819095477,0,6,-7.0,1,0.6842105263157895,0.9943820224719101,703.160887002945,-0.009955047456970801,236,3.269954038663641,sha256:647bcdf7a825d7780a9d75cb0491178e69901a5a7c16e9042d85d8c2143b7f71,NEW
Local+Cond,11,1.0,n/a — no frozen canonical overall WER,0.35555555555555557,0.9411764705882353,0.9558823529411765,0.1407035175879397,0,15,-21.0,15,0.21052631578947367,0.9662921348314607,1139.3989634513855,-0.01843076979497007,230,6.539908077327282,sha256:647bcdf7a825d7780a9d75cb0491178e69901a5a7c16e9042d85d8c2143b7f71,NEW
Local+Cond,11,2.0,n/a — no frozen canonical overall WER,2.9407407407407407,0.9852941176470589,0.9852941176470589,3.6381909547738696,0,18,-179.0,173,0.05263157894736842,0.09550561797752809,3154.678636074066,-0.056741120300850004,463,13.079816154654564,sha256:647bcdf7a825d7780a9d75cb0491178e69901a5a7c16e9042d85d8c2143b7f71,NEW
Local,11,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,363.17716896533966,-0.0027534770504679946,231,1.6349770193318205,sha256:003843b2cbc586ef66b9b0a1d282b338c640c9fcc3b343831aa2314583e58849,NEW
Local,11,0.5,n/a — no frozen canonical overall WER,0.2851851851851852,0.7205882352941176,0.7205882352941176,0.12562814070351758,0,0,-5.0,5,1.0,0.9719101123595506,657.6466190814972,-0.007602867337755427,224,3.269954038663641,sha256:003843b2cbc586ef66b9b0a1d282b338c640c9fcc3b343831aa2314583e58849,NEW
Local,11,1.0,n/a — no frozen canonical overall WER,0.48518518518518516,0.8382352941176471,0.8382352941176471,0.35678391959798994,0,8,-53.0,50,0.5789473684210527,0.7471910112359551,1654.572329044342,-0.03203244673541233,337,6.539908077327282,sha256:003843b2cbc586ef66b9b0a1d282b338c640c9fcc3b343831aa2314583e58849,NEW
Local,11,2.0,n/a — no frozen canonical overall WER,0.9444444444444444,0.9852941176470589,0.9852941176470589,0.9296482412060302,0,18,-183.0,177,0.05263157894736842,0.07303370786516854,648.1264848709106,-0.2823522943001607,92,13.079816154654564,sha256:003843b2cbc586ef66b9b0a1d282b338c640c9fcc3b343831aa2314583e58849,NEW
Raw+Cond,11,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,366.90117955207825,-0.002725529531469002,231,1.6349770193318205,sha256:7719d1eafa01cfde01489cc1fa5887446c74ea2a4ff793b231eff010f8c8a0ca,NEW
Raw+Cond,11,0.5,n/a — no frozen canonical overall WER,0.29259259259259257,0.8088235294117647,0.8088235294117647,0.10552763819095477,0,6,-7.0,1,0.6842105263157895,0.9943820224719101,703.4143493175507,-0.009951460340255168,236,3.269954038663641,sha256:7719d1eafa01cfde01489cc1fa5887446c74ea2a4ff793b231eff010f8c8a0ca,NEW
Raw+Cond,11,1.0,n/a — no frozen canonical overall WER,0.34444444444444444,0.9411764705882353,0.9558823529411765,0.12562814070351758,0,15,-18.0,12,0.21052631578947367,0.9831460674157303,1170.1701278686523,-0.015382378657012204,236,6.539908077327282,sha256:7719d1eafa01cfde01489cc1fa5887446c74ea2a4ff793b231eff010f8c8a0ca,NEW
Raw+Cond,11,2.0,n/a — no frozen canonical overall WER,2.9407407407407407,0.9852941176470589,0.9852941176470589,3.6381909547738696,0,18,-179.0,173,0.05263157894736842,0.09550561797752809,3217.3015003204346,-0.0556366880698536,472,13.079816154654564,sha256:7719d1eafa01cfde01489cc1fa5887446c74ea2a4ff793b231eff010f8c8a0ca,NEW
Raw,11,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,363.2964576482773,-0.0027525729440724205,231,1.6349770193318205,sha256:77a2fd757dc69d2cdb00f1fa20991ae4072c039c59e5f49c6ad4f055da92fe61,NEW
Raw,11,0.5,n/a — no frozen canonical overall WER,0.2851851851851852,0.7205882352941176,0.7205882352941176,0.12562814070351758,0,0,-5.0,5,1.0,0.9719101123595506,658.0633001327515,-0.007598053255653897,224,3.269954038663641,sha256:77a2fd757dc69d2cdb00f1fa20991ae4072c039c59e5f49c6ad4f055da92fe61,NEW
Raw,11,1.0,n/a — no frozen canonical overall WER,0.5555555555555556,0.8235294117647058,0.8235294117647058,0.457286432160804,0,7,-45.0,42,0.631578947368421,0.7865168539325843,1827.3452277183533,-0.024625888593688222,373,6.539908077327282,sha256:77a2fd757dc69d2cdb00f1fa20991ae4072c039c59e5f49c6ad4f055da92fe61,NEW
Raw,11,2.0,n/a — no frozen canonical overall WER,0.9481481481481482,0.9852941176470589,0.9852941176470589,0.9346733668341709,0,18,-184.0,178,0.05263157894736842,0.06741573033707865,654.6682167053223,-0.28105839768119006,92,13.079816154654564,sha256:77a2fd757dc69d2cdb00f1fa20991ae4072c039c59e5f49c6ad4f055da92fe61,NEW
Conditioning,12,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,383.66998744010925,-0.002606406632617047,230,1.6936546657057967,sha256:e13668d96a0c7e399498bdb972edbd4e01d728f62ad8486443e23858e2ee3435,NEW
Conditioning,12,0.5,n/a — no frozen canonical overall WER,0.29259259259259257,0.8088235294117647,0.8088235294117647,0.10552763819095477,0,6,-7.0,1,0.6842105263157895,0.9943820224719101,750.4026436805725,-0.009328325344999349,238,3.3873093314115934,sha256:e13668d96a0c7e399498bdb972edbd4e01d728f62ad8486443e23858e2ee3435,NEW
Conditioning,12,1.0,n/a — no frozen canonical overall WER,0.337037037037037,0.9411764705882353,0.9558823529411765,0.11557788944723618,0,15,-16.0,10,0.21052631578947367,0.9943820224719101,1243.2508506774902,-0.012869486468705048,236,6.774618662823187,sha256:e13668d96a0c7e399498bdb972edbd4e01d728f62ad8486443e23858e2ee3435,NEW
Conditioning,12,2.0,n/a — no frozen canonical overall WER,3.9962962962962965,0.9852941176470589,1.0294117647058822,5.055276381909548,0,18,-138.0,132,0.05263157894736842,0.3258426966292135,7883.2458691596985,-0.017505479632428347,1127,13.549237325646374,sha256:e13668d96a0c7e399498bdb972edbd4e01d728f62ad8486443e23858e2ee3435,NEW
Local+Cond,12,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,379.87100851535797,-0.002632472543530709,230,1.6936546657057967,sha256:9f96e735ece4171d05b8fabf806d0af595027f55984c6adf3e2277d6b8495c33,NEW
